feature,outlierCount,outlierCount%,level,statMeanDiff,statMedianDiff,statVarDiff,mi
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium,0,0.0,6,-0.00016109826,0.0,-4.489808e-06,0.007321064850132508
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium_inhibens,0,0.0,7,-0.0021710405,0.0,-0.00081542134,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Sanguibacteraceae|g__Sanguibacter|s__Sanguibacter_inulinus,0,0.0,7,-0.00017369942,0.0,-5.219667e-06,0.014817062962176442
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_alimentarium,0,0.0,7,-0.00016109826,0.0,-4.489808e-06,0.015704880970337953
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_oxydans,0,0.0,7,-5.3468208e-05,0.0,-4.9458095e-07,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_antiquum,0,0.0,7,-3.6531794e-05,0.0,-2.3088094e-07,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium_sp_CS13,0,0.0,7,-4.971098e-06,0.0,-4.275143e-09,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium_inhibens|t__SGB7907,0,0.0,8,-0.0021710405,0.0,-0.00081542134,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Sanguibacteraceae|g__Sanguibacter|s__Sanguibacter_inulinus|t__SGB16047,0,0.0,8,-0.00017369942,0.0,-5.219667e-06,0.011578339356437484
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_alimentarium|t__SGB16653,0,0.0,8,-0.00016109826,0.0,-4.489808e-06,0.04394138897045652
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_oxydans|t__SGB23855,0,0.0,8,-5.3468208e-05,0.0,-4.9458095e-07,0.030502030652874712
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_antiquum|t__SGB98794,0,0.0,8,-3.6531794e-05,0.0,-2.3088094e-07,0.006831901037186006
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium_sp_CS13|t__SGB7911,0,0.0,8,-4.971098e-06,0.0,-4.275143e-09,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_pettenkoferi,0,0.0,7,-2.8901736e-06,0.0,-1.4450868e-09,0.0032677521738853077
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_pettenkoferi|t__SGB7815,0,0.0,8,-2.8901736e-06,0.0,-1.4450868e-09,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Fictibacillus,0,0.0,6,0.0002140909,0.0,8.066946e-06,0.029279526636674325
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Fictibacillus|s__Fictibacillus_gelatini,0,0.0,7,0.0002140909,0.0,8.066946e-06,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_N3C,0,0.0,7,4.943182e-06,0.0,4.300567e-09,0.01968460866066768
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Fictibacillus|s__Fictibacillus_gelatini|t__SGB29988,0,0.0,8,0.0002140909,0.0,8.066946e-06,0.02591565475561075
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_N3C|t__SGB6240,0,0.0,8,4.943182e-06,0.0,4.300567e-09,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp_LL6,0,0.0,7,4.3068183e-05,0.0,3.264569e-07,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Anoxybacillus|s__Anoxybacillus_sediminis,0,0.0,7,4.005682e-05,0.0,2.8240055e-07,0.026213127522744628
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp_LL6|t__SGB82635,0,0.0,8,4.3068183e-05,0.0,3.264569e-07,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Anoxybacillus|s__Anoxybacillus_sediminis|t__SGB25381,0,0.0,8,4.005682e-05,0.0,2.8240055e-07,0.007095497301962128
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_succinus,0,0.0,7,-1.5433527e-05,0.0,-4.1207514e-08,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_succinus|t__SGB7842,0,0.0,8,-1.5433527e-05,0.0,-4.1207514e-08,0.021443165290284227
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_haemolyticus,0,0.0,7,-2.0867052e-05,0.0,-7.5330064e-08,0.006598578167760438
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_haemolyticus|t__SGB7861,0,0.0,8,-2.0867052e-05,0.0,-7.5330064e-08,0.00682975816255027
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_sp_32352,0,0.0,7,-2.150289e-05,0.0,-7.999075e-08,0.032813564232316406
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_sp_32352|t__SGB29174,0,0.0,8,-2.150289e-05,0.0,-7.999075e-08,0.0344669371249442
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9454,0,0.0,6,-2.7052021e-05,0.0,-1.1470229e-07,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_holzapfelii,0,0.0,7,-3.063584e-06,0.0,-1.6236994e-09,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9454|s__GGB9454_SGB14846,0,0.0,7,-2.7052021e-05,0.0,-1.1470229e-07,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_holzapfelii|t__SGB80438,0,0.0,8,-3.063584e-06,0.0,-1.6236994e-09,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9454|s__GGB9454_SGB14846|t__SGB14846,0,0.0,8,-2.7052021e-05,0.0,-1.1470229e-07,0.036198064585045486
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Moraxella,0,0.0,6,5.0227274e-05,0.0,2.2751196e-07,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Moraxella|s__Moraxella_osloensis,0,0.0,7,5.0227274e-05,0.0,2.2751196e-07,0.016705543790485056
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Moraxella|s__Moraxella_osloensis|t__SGB10439,0,0.0,8,5.0227274e-05,0.0,2.2751196e-07,0.0
k__Bacteria|p__Firmicutes|c__CFGB9552,0,0.0,3,-2.7630058e-05,0.0,-1.3207168e-07,0.0
k__Bacteria|p__Firmicutes|c__CFGB9552|o__OFGB9552,0,0.0,4,-2.7630058e-05,0.0,-1.3207168e-07,0.0
k__Bacteria|p__Firmicutes|c__CFGB9552|o__OFGB9552|f__FGB9552,0,0.0,5,-2.7630058e-05,0.0,-1.3207168e-07,0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB45432,0,0.0,6,-4.2369942e-05,0.0,-3.1057164e-07,0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma,0,0.0,6,-4.017341e-05,0.0,-2.792052e-07,0.01405855062975192
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Zhenpiania,0,0.0,6,-3.9364164e-05,0.0,-2.6806995e-07,0.012272886349231626
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea,0,0.0,6,0.0004390587,0.0,1.9831255e-05,0.03459892866094738
k__Bacteria|p__Firmicutes|c__CFGB9552|o__OFGB9552|f__FGB9552|g__GGB51146,0,0.0,6,-2.7630058e-05,0.0,-1.3207168e-07,0.0170369594766957
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Luteococcus,0,0.0,6,-2.0751446e-05,0.0,-7.449768e-08,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Trichococcus,0,0.0,6,-2.4566476e-05,0.0,-5.191448e-08,0.02829502763473024
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_tanakaei,0,0.0,7,-9.4393065e-05,0.0,-1.5414394e-06,0.015489369006975062
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii,0,0.0,7,-5.9479768e-05,0.0,-6.1204685e-07,0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum,0,0.0,7,-4.6300578e-05,0.0,-3.7086758e-07,0.015006216374825465
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB45432|s__GGB45432_SGB63101,0,0.0,7,-4.2369942e-05,0.0,-3.1057164e-07,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB9580|s__GGB9580_SGB14996,0,0.0,7,-4.1271676e-05,0.0,-2.946798e-07,0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Enorma_massiliensis,0,0.0,7,-4.017341e-05,0.0,-2.792052e-07,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Zhenpiania|s__Zhenpiania_hominis,0,0.0,7,-3.9364164e-05,0.0,-2.6806995e-07,0.049191161779243764
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea|s__Faecalitalea_cylindroides,0,0.0,7,0.0004390587,0.0,1.9831255e-05,0.0
k__Bacteria|p__Firmicutes|c__CFGB9552|o__OFGB9552|f__FGB9552|g__GGB51146|s__GGB51146_SGB71367,0,0.0,7,-2.7630058e-05,0.0,-1.3207168e-07,0.015106891726216931
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Luteococcus|s__Luteococcus_japonicus,0,0.0,7,-2.0751446e-05,0.0,-7.449768e-08,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lentilactobacillus|s__Lentilactobacillus_parabuchneri,0,0.0,7,-1.4913296e-05,0.0,-3.84763e-08,0.009879867874551085
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Companilactobacillus|s__Companilactobacillus_zhachilii,0,0.0,7,-1.3526011e-05,0.0,-3.1650863e-08,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Trichococcus|s__Trichococcus_flocculiformis,0,0.0,7,-2.4566476e-05,0.0,-5.191448e-08,0.016694067729793094
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_sp_KSW4_6,0,0.0,7,3.3495795e-05,0.0,2.5546916e-07,0.046618975256672135
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Paeniclostridium|s__Eubacterium_tenue,0,0.0,7,-3.930636e-06,0.0,-2.6728328e-09,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_ruminis,0,0.0,7,-2.2543352e-06,0.0,-8.791907e-10,0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_An307,0,0.0,7,-1.5028902e-06,0.0,-3.907514e-10,0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_tanakaei|t__SGB37377,0,0.0,8,-8.83237e-05,0.0,-1.3495862e-06,0.004488351558966208
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii|t__SGB714,0,0.0,8,-5.9479768e-05,0.0,-6.1204685e-07,0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum|t__SGB6744,0,0.0,8,-4.6300578e-05,0.0,-3.7086758e-07,0.035060262933169994
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB45432|s__GGB45432_SGB63101|t__SGB63101,0,0.0,8,-4.2369942e-05,0.0,-3.1057164e-07,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB9580|s__GGB9580_SGB14996|t__SGB14996,0,0.0,8,-4.1271676e-05,0.0,-2.946798e-07,0.007790628715111714
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Enorma_massiliensis|t__SGB14749,0,0.0,8,-4.017341e-05,0.0,-2.792052e-07,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Zhenpiania|s__Zhenpiania_hominis|t__SGB14854,0,0.0,8,-3.9364164e-05,0.0,-2.6806995e-07,0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea|s__Faecalitalea_cylindroides|t__SGB6790,0,0.0,8,0.0004390587,0.0,1.9831255e-05,0.0
k__Bacteria|p__Firmicutes|c__CFGB9552|o__OFGB9552|f__FGB9552|g__GGB51146|s__GGB51146_SGB71367|t__SGB71367,0,0.0,8,-2.7630058e-05,0.0,-1.3207168e-07,0.04722919078977683
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Luteococcus|s__Luteococcus_japonicus|t__SGB15908,0,0.0,8,-2.0751446e-05,0.0,-7.449768e-08,0.018557078915659053
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lentilactobacillus|s__Lentilactobacillus_parabuchneri|t__SGB7217,0,0.0,8,-1.4913296e-05,0.0,-3.84763e-08,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Companilactobacillus|s__Companilactobacillus_zhachilii|t__SGB29557,0,0.0,8,-1.3526011e-05,0.0,-3.1650863e-08,0.01826825482142458
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Trichococcus|s__Trichococcus_flocculiformis|t__SGB7467,0,0.0,8,-2.4566476e-05,0.0,-5.191448e-08,0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_tanakaei|t__SGB94946,0,0.0,8,-6.0693637e-06,0.0,-6.3728325e-09,0.03564168447995497
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_sp_KSW4_6|t__SGB111228,0,0.0,8,3.3495795e-05,0.0,2.5546916e-07,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Paeniclostridium|s__Eubacterium_tenue|t__SGB6145,0,0.0,8,-3.930636e-06,0.0,-2.6728328e-09,0.02507477723135154
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_ruminis|t__SGB7061,0,0.0,8,-2.2543352e-06,0.0,-8.791907e-10,0.01945406079401657
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_An307|t__SGB14758,0,0.0,8,-1.5028902e-06,0.0,-3.907514e-10,0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_aquatile,0,0.0,7,-8.208092e-06,0.0,-1.1655496e-08,0.017020637801854255
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_aquatile|t__SGB2946,0,0.0,8,-8.208092e-06,0.0,-1.1655496e-08,0.009643241241076295
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_licheniformis,0,0.0,7,1.9428862e-05,0.0,1.3632261e-07,0.016155560504112154
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_licheniformis|t__SGB7780,0,0.0,8,1.9428862e-05,0.0,1.3632261e-07,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Haloimpatiens,0,0.0,6,1.5113636e-05,0.0,4.0202274e-08,0.011307066114070619
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Haloimpatiens|s__Haloimpatiens_lingqiaonensis,0,0.0,7,1.5113636e-05,0.0,4.0202274e-08,0.01070800227549884
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Haloimpatiens|s__Haloimpatiens_lingqiaonensis|t__SGB77465,0,0.0,8,1.5113636e-05,0.0,4.0202274e-08,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_ulceribovis,0,0.0,7,1.3636363e-06,0.0,3.272727e-10,0.014994913901047013
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_ulceribovis|t__SGB33724,0,0.0,8,1.3636363e-06,0.0,3.272727e-10,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_tytonis,0,0.0,7,-0.00014867052,0.0,-3.823806e-06,0.010905350669375036
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_tytonis|t__SGB23794,0,0.0,8,-0.00014867052,0.0,-3.823806e-06,0.03422825508110461
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_oncorhynchi,0,0.0,7,-0.00016780348,0.0,-4.871335e-06,3.462045423452409e-06
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_oncorhynchi|t__SGB23312,0,0.0,8,-0.00016780348,0.0,-4.871335e-06,0.0274535907133171
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae,0,0.0,5,0.0007950585,0.0,6.537517e-05,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea,0,0.0,6,0.0007950585,0.0,6.537517e-05,0.01720781134146332
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Agreia,0,0.0,6,0.00028346592,0.0,1.4142115e-05,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_sp_MJM12,0,0.0,7,0.0008523295,0.0,8.745825e-05,0.012041209398357067
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_herbarum,0,0.0,7,0.0009189773,0.0,7.48751e-05,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_albilobatus,0,0.0,7,0.0009218182,0.0,7.46888e-05,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_allii,0,0.0,7,0.0007950585,0.0,6.537517e-05,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Agreia|s__Agreia_sp_Leaf210,0,0.0,7,0.00028346592,0.0,1.4142115e-05,0.01812892821361678
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius,0,0.0,7,0.00021693182,0.0,8.282457e-06,0.01662017071084243
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_flaccumfaciens,0,0.0,7,0.00020130682,0.0,6.0069774e-06,0.01787381995876114
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_macerans,0,0.0,7,0.00027113638,0.0,6.4871588e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lentilactobacillus|s__Lentilactobacillus_farraginis,0,0.0,7,0.00014278409,0.0,3.588164e-06,0.024732995281237402
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__Vagococcus_coleopterorum,0,0.0,7,0.00012801136,0.0,1.6368501e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Mammaliicoccus|s__Mammaliicoccus_sciuri,0,0.0,7,8.238636e-05,0.0,1.1946022e-06,0.0539135522735652
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_SGB48612,0,0.0,7,0.00028062498,0.0,8.632135e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_sp_CECT_9249,0,0.0,7,6.2272724e-05,0.0,5.176188e-07,0.03781204851072051
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Tissierellaceae|g__Anaerosalibacter|s__Anaerosalibacter_massiliensis,0,0.0,7,2.9772726e-05,0.0,1.5600908e-07,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus|s__Brevibacillus_massiliensis,0,0.0,7,1.34659085e-05,0.0,3.19142e-08,0.0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_indolicus,0,0.0,7,1.3011363e-05,0.0,2.9796022e-08,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_sp_MJM12|t__SGB64163,0,0.0,8,0.0008523295,0.0,8.745825e-05,0.04767148965614454
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_herbarum|t__SGB23890,0,0.0,8,0.0009189773,0.0,7.48751e-05,0.028046471248891036
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_albilobatus|t__SGB82465,0,0.0,8,0.0009218182,0.0,7.46888e-05,0.01375060508889736
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_allii|t__SGB10193,0,0.0,8,0.0007950585,0.0,6.537517e-05,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Agreia|s__Agreia_sp_Leaf210|t__SGB16776,0,0.0,8,0.00028346592,0.0,1.4142115e-05,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius|t__SGB8007_group,0,0.0,8,0.00021693182,0.0,8.282457e-06,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_flaccumfaciens|t__SGB16807,0,0.0,8,0.00020130682,0.0,6.0069774e-06,0.030240917999211803
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_macerans|t__SGB7398,0,0.0,8,0.00027113638,0.0,6.4871588e-06,0.017718054043682985
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lentilactobacillus|s__Lentilactobacillus_farraginis|t__SGB7215,0,0.0,8,0.00014278409,0.0,3.588164e-06,0.027917075811472847
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__Vagococcus_coleopterorum|t__SGB82616,0,0.0,8,0.00012801136,0.0,1.6368501e-06,0.0
