feature,outlierCount,outlierCount%,level,statMeanDiff,statMedianDiff,statVarDiff,mi
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_koreensis|t__SGB7108,0,0.0,8,1.6859907e-05,0.0,-3.370901e-07,0.0055126376835388236
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus|s__Lysinibacillus_capsici|t__SGB7494,0,0.0,8,1.9886364e-05,0.0,4.491659e-08,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_sp_P100|t__SGB23955,0,0.0,8,-0.0006944025,0.0,-4.0626564e-05,0.06266083014691759
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Aeromicrobium|s__Aeromicrobium_sp_50_2_37|t__SGB15989,0,0.0,8,-0.025661588,0.0,-0.1181671,0.02855135360738892
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Floricoccus|s__Floricoccus_penangensis|t__SGB7993,0,0.0,8,0.00014356282,0.0,5.4629754e-06,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Anaerofustis|s__Anaerofustis_stercorihominis|t__SGB49059,0,0.0,8,2.3441942e-05,0.0,-2.712356e-07,0.0
k__Bacteria|p__Firmicutes|c__CFGB43201|o__OFGB43201|f__FGB43201|g__GGB48305|s__GGB48305_SGB66329|t__SGB66329,0,0.0,8,-4.6912464e-05,0.0,-4.087989e-06,0.003017385403186079
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_araffinosus|t__SGB7087,0,0.0,8,-6.352865e-05,0.0,-3.528075e-07,0.015708395443766676
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_chromogenes|t__SGB7824,0,0.0,8,-0.0062235156,0.0,-0.0051803617,0.0
k__Bacteria|p__Firmicutes|c__CFGB1402|o__OFGB1402|f__FGB1402|g__GGB3400|s__GGB3400_SGB4510|t__SGB4510,0,0.0,8,1.3522727e-05,0.0,1.5878948e-08,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45600|s__GGB45600_SGB15302|t__SGB15302,0,0.0,8,-0.00042834762,0.0,-1.71131e-05,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_septicum|t__SGB29098,0,0.0,8,-5.692328e-06,0.0,-8.731425e-09,0.018893397745994633
k__Bacteria|p__Firmicutes|c__CFGB1677|o__OFGB1677|f__FGB1677|g__GGB4716|s__GGB4716_SGB6531|t__SGB6531,0,0.0,8,1.0227272e-06,0.0,1.8409083e-10,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Mordavella,0,0.0,6,-0.00028083916,0.0,4.0074432e-05,0.01866102622591037
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Mordavella|s__Mordavella_massiliensis,0,0.0,7,-0.00028083916,0.0,4.0074432e-05,0.027418300517062733
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Mordavella|s__Mordavella_massiliensis|t__SGB66067,0,0.0,8,-0.00028083916,0.0,4.0074432e-05,0.004819936561038185
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales,0,0.0,4,0.8669645,0.0,42.750614,0.010411567152668999
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae,0,0.0,5,0.35079646,0.0,26.331099,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae,0,0.0,5,0.5154283,0.0,16.862667,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter,0,0.0,6,0.36897597,0.0,26.35733,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Obesumbacterium,0,0.0,6,0.5154283,0.0,16.862667,0.057264284635758944
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_sp_Res13_Sevr_PEB04_36,0,0.0,7,-0.009926979,0.0,-0.017099231,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Obesumbacterium|s__Obesumbacterium_proteus,0,0.0,7,0.5154283,0.0,16.862667,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_sp_Res13_Sevr_PEB04_36|t__SGB92525,0,0.0,8,-0.009926979,0.0,-0.017099231,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Obesumbacterium|s__Obesumbacterium_proteus|t__SGB10208,0,0.0,8,0.5154283,0.0,16.862667,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_sobria,0,0.0,7,0.24617872,0.0,11.723538,0.0011913886757908276
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_sobria|t__SGB9945,0,0.0,8,0.24617872,0.0,11.723538,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_amarae,0,0.0,7,0.0016444388,0.0,0.0012400203,0.026646685106984203
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_amarae|t__SGB34818,0,0.0,8,0.0016444388,0.0,0.0012400203,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales,0,0.0,4,-0.0005191756,0.0,-2.036419e-05,0.025193060730724026
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales,0,0.0,4,-6.2170206e-05,0.0,8.755802e-06,0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales,0,0.0,4,-0.00081866764,0.0,-5.6969497e-05,0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae,0,0.0,5,-0.00018696176,0.0,-1.3603969e-05,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae,0,0.0,5,-0.0003316612,0.0,-1.4472643e-05,0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae,0,0.0,5,-6.2170206e-05,0.0,8.755802e-06,0.047740443306760305
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae,0,0.0,5,-4.976123e-05,0.0,-1.0458534e-06,0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae,0,0.0,5,-0.0007270822,0.0,-4.1925246e-05,0.038274892938630733
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae,0,0.0,5,-9.158532e-05,0.0,-1.2616149e-06,0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae,0,0.0,5,0.0020967023,0.0,0.0007762837,0.012384486783181714
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herbaspirillum,0,0.0,6,-0.00037037145,0.0,-2.2437029e-05,0.03174601112321618
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas,0,0.0,6,-0.0003316612,0.0,-1.4472643e-05,0.006917984588632908
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas,0,0.0,6,-0.00015618496,0.0,-3.014701e-06,0.02172445038532267
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Phyllobacterium,0,0.0,6,-8.265896e-05,0.0,-1.1820227e-06,0.04478505903711638
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella,0,0.0,6,-0.0006869089,0.0,-3.5735713e-05,0.048080405000590076
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia,0,0.0,6,-0.039355956,0.0,-0.03143123,0.011450539323445863
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Massilistercora,0,0.0,6,-0.00025112217,0.0,-1.9443027e-05,0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella,0,0.0,6,-9.158532e-05,0.0,-1.2616149e-06,0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax,0,0.0,6,0.002014884,0.0,0.000716977,0.025506031745700986
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herbaspirillum|s__Herbaspirillum_huttiense,0,0.0,7,-0.00037037145,0.0,-2.2437029e-05,0.014701685661985042
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_chengduensis,0,0.0,7,-6.212361e-05,0.0,-6.6132807e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_hominis,0,0.0,7,-0.0011167617,0.0,-0.00016493058,0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_sp_3F27E9_B,0,0.0,7,-0.00012942197,0.0,-2.8977595e-06,0.02399203995065413
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Phyllobacterium|s__Phyllobacterium_calauticae,0,0.0,7,-8.265896e-05,0.0,-1.1820227e-06,0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis,0,0.0,7,-0.00059101294,0.0,-2.321845e-05,0.00853100581652022
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus|s__Lysinibacillus_alkalisoli,0,0.0,7,3.769937e-05,0.0,1.0980866e-06,0.01779471250143061
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia|s__Ralstonia_sp_SET104,0,0.0,7,-1.699422e-05,0.0,-4.9963003e-08,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Massilistercora|s__Massilistercora_timonensis,0,0.0,7,-0.00025112217,0.0,-1.9443027e-05,0.006214156794800418
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_sp_An270,0,0.0,7,-9.158532e-05,0.0,-1.2616149e-06,0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_temperans,0,0.0,7,-3.4682082e-06,0.0,-2.0809248e-09,0.024443897445744378
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herbaspirillum|s__Herbaspirillum_huttiense|t__SGB12894,0,0.0,8,-0.00037037145,0.0,-2.2437029e-05,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_chengduensis|t__SGB12359_group,0,0.0,8,-6.212361e-05,0.0,-6.6132807e-06,0.0204178522790448
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_hominis|t__SGB7858,0,0.0,8,-0.0011167617,0.0,-0.00016493058,0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_sp_3F27E9_B|t__SGB11639,0,0.0,8,-0.00012942197,0.0,-2.8977595e-06,0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Phyllobacterium|s__Phyllobacterium_calauticae|t__SGB56399,0,0.0,8,-8.265896e-05,0.0,-1.1820227e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus|s__Lysinibacillus_alkalisoli|t__SGB82710,0,0.0,8,3.769937e-05,0.0,1.0980866e-06,0.022635205547721693
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis|t__SGB14757,0,0.0,8,-0.00044395626,0.0,-8.446281e-06,0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia|s__Ralstonia_sp_SET104|t__SGB32704,0,0.0,8,-1.699422e-05,0.0,-4.9963003e-08,0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis|t__SGB14759,0,0.0,8,-0.00014705758,0.0,-3.8348307e-06,0.01861700386813414
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Massilistercora|s__Massilistercora_timonensis|t__SGB4628,0,0.0,8,-0.00025112217,0.0,-1.9443027e-05,0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_sp_An270|t__SGB14361,0,0.0,8,-9.158532e-05,0.0,-1.2616149e-06,0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_temperans|t__SGB12690,0,0.0,8,-3.4682082e-06,0.0,-2.0809248e-09,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_bestiarum,0,0.0,7,-0.12274322,0.0,-1.3791722,0.00754764501940608
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_veronii,0,0.0,7,-0.013661862,0.0,-0.012486869,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_bestiarum|t__SGB9952,0,0.0,8,-0.12274322,0.0,-1.3791722,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_veronii|t__SGB9947,0,0.0,8,-0.013661862,0.0,-0.012486869,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB36331,0,0.0,6,-0.00082331966,0.0,-6.6222434e-05,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_phocaeense,0,0.0,7,-0.00057133567,0.0,-6.0230086e-06,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB36331|s__GGB36331_SGB15121,0,0.0,7,-0.00082331966,0.0,-6.6222434e-05,0.028976357232712635
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_aureus,0,0.0,7,-0.000262948,0.0,-7.076282e-06,0.03821945532420079
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_phocaeense|t__SGB4622,0,0.0,8,-0.00057133567,0.0,-6.0230086e-06,0.003511288189352646
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB36331|s__GGB36331_SGB15121|t__SGB15121,0,0.0,8,-0.00082331966,0.0,-6.6222434e-05,0.039778214855762384
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_aureus|t__SGB7852,0,0.0,8,-0.000262948,0.0,-7.076282e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_agilis,0,0.0,7,-2.5438785e-05,0.0,-9.040846e-07,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_secaliphilus,0,0.0,7,-0.00035595705,0.0,-4.607641e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_agilis|t__SGB7081,0,0.0,8,-2.5438785e-05,0.0,-9.040846e-07,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_secaliphilus|t__SGB7102,0,0.0,8,-0.00035595705,0.0,-4.607641e-06,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales,0,0.0,4,0.0046403357,0.0,0.0038258485,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae,0,0.0,5,0.0046403357,0.0,0.0038258485,0.02650192378743821
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter,0,0.0,6,0.004590108,0.0,0.0038261134,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_lwoffii,0,0.0,7,-2.317919e-05,0.0,-9.294851e-08,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_gandensis,0,0.0,7,-2.16763e-05,0.0,-8.128611e-08,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_schindleri,0,0.0,7,-5.433526e-06,0.0,-5.1075126e-09,0.04980525637614597
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_lwoffii|t__SGB10405,0,0.0,8,-2.317919e-05,0.0,-9.294851e-08,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_gandensis|t__SGB10382,0,0.0,8,-2.16763e-05,0.0,-8.128611e-08,0.03447517747533868
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_schindleri|t__SGB10406,0,0.0,8,-5.433526e-06,0.0,-5.1075126e-09,0.015901309820061993
k__Bacteria|p__Bacteroidota,0,0.0,2,-0.33686695,0.0,-19.755095,0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia,0,0.0,3,-0.33743232,0.0,-19.755129,0.00451828024218992
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales,0,0.0,4,-0.33743232,0.0,-19.755129,0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae,0,0.0,5,0.00045142043,0.0,3.5865352e-05,0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Chryseobacterium,0,0.0,6,0.00045142043,0.0,3.5865352e-05,0.024362182553690825
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Chryseobacterium|s__Chryseobacterium_sp_LC2016_29,0,0.0,7,0.00045142043,0.0,3.5865352e-05,0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Chryseobacterium|s__Chryseobacterium_sp_LC2016_29|t__SGB97707,0,0.0,8,0.00045142043,0.0,3.5865352e-05,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae,0,0.0,5,-0.00013613078,0.0,-2.5874228e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Listeriaceae,0,0.0,5,-8.2780156e-05,0.0,-8.855817e-07,0.001458798756954316
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Furfurilactobacillus,0,0.0,6,-0.00022720246,0.0,-2.2701006e-06,0.012094244551678734
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Schleiferilactobacillus,0,0.0,6,-0.00044346694,0.0,-5.7509033e-06,0.05011955379306765
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Hespellia,0,0.0,6,-2.2616252e-05,0.0,5.171242e-07,0.047597105269439055
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium,0,0.0,6,-0.00013613078,0.0,-2.5874228e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Brochothrix,0,0.0,6,-2.0063386e-05,0.0,-2.0977926e-07,0.013443663200524147
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Mesorhizobium,0,0.0,6,5.6249996e-06,0.0,5.568751e-09,0.013495394808804129
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella,0,0.0,6,-6.164411e-05,0.0,-5.1430743e-07,0.026939648319213028
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_lindianensis,0,0.0,7,-6.910405e-05,0.0,-7.6111655e-07,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_casseliflavus,0,0.0,7,-0.00014222314,0.0,4.822459e-07,0.025575330108442706
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Paucilactobacillus|s__Paucilactobacillus_vaccinostercus,0,0.0,7,0.00013513828,0.0,1.191486e-06,0.015206644727116192
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_c_25,0,0.0,7,5.8104633e-05,0.0,1.8740138e-07,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_aggregans,0,0.0,7,-0.0004893103,0.0,-4.9954556e-06,0.004865107881281361
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_senmaizukei,0,0.0,7,-0.0002117801,0.0,-1.5886903e-06,0.02595684645153007
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_tangyuanensis,0,0.0,7,7.647695e-05,0.0,5.3074046e-07,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_hellenica,0,0.0,7,-1.3050449e-05,0.0,9.264727e-07,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_dispar,0,0.0,7,1.824391e-05,0.0,-2.6755362e-07,0.02235388303481267
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Furfurilactobacillus|s__Furfurilactobacillus_rossiae,0,0.0,7,-0.00022720246,0.0,-2.2701006e-06,0.025444623876270223
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Jeotgalicoccus|s__Jeotgalicoccus_aerolatus,0,0.0,7,1.7309845e-05,0.0,-3.7679274e-07,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Schleiferilactobacillus|s__Schleiferilactobacillus_harbinensis,0,0.0,7,-0.00044346694,0.0,-5.7509033e-06,0.010185472012533392
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_namurensis,0,0.0,7,-0.00029705308,0.0,-1.9924357e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_petauri,0,0.0,7,0.00045702246,0.0,8.910805e-06,0.018673060514448947
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Macrococcus|s__Macrococcus_armenti,0,0.0,7,-1.6388622e-06,0.0,1.4963796e-08,0.0275213254768214
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_sp_HBUAS51964,0,0.0,7,-3.7533824e-05,0.0,-1.7159891e-07,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantarius,0,0.0,7,0.00021928333,0.0,5.272222e-06,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Hespellia|s__Hespellia_stercorisuis,0,0.0,7,-2.2616252e-05,0.0,5.171242e-07,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_ravenspurgense,0,0.0,7,-9.959898e-05,0.0,-2.36804e-06,0.009411138895794036
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Brochothrix|s__Brochothrix_thermosphacta,0,0.0,7,-2.0063386e-05,0.0,-2.0977926e-07,0.013953464605741095
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium_sp_Root552,0,0.0,7,5.6249996e-06,0.0,5.568751e-09,0.00039947243427040924
